method,group,cv
winn,all,0.15468769379358982
winn,all,0.4421172513983989
winn,all,0.2008959725981607
winn,all,0.25838974614493126
winn,all,0.21934986893190905
winn,all,0.15064364119220194
winn,all,0.17479978840257226
winn,all,0.18455121230569646
winn,all,0.1776138573891125
winn,all,0.34175167311653465
winn,all,0.23469618413232649
winn,all,0.15776186963668332
winn,all,0.1393344921166607
winn,all,0.1499985371795786
winn,all,0.12722208831239407
winn,all,0.1310533775274027
winn,all,0.12095182019450805
winn,all,0.13252455932424326
winn,all,0.12351062520913796
winn,all,0.12360142016539623
winn,all,0.16699506708567624
winn,all,0.12933792829246316
winn,all,0.12788256546896437
winn,all,0.13493853794367694
winn,all,0.12301073594239054
winn,all,0.1411108228148772
winn,all,0.11453664342128388
winn,all,0.21396351356406368
winn,all,0.20058610986802472
winn,all,0.2558446107223243
winn,all,0.3875336429862683
winn,all,0.11119662897867322
winn,all,0.13169941385984626
winn,all,0.2356263552565126
winn,all,0.13264406686755706
winn,all,0.1418606289344832
winn,all,0.16158199447724259
winn,all,0.13155815300316076
winn,all,0.22520679769027913
winn,all,0.1943835104100471
winn,all,0.16803740094314434
winn,all,0.1727713953720759
winn,all,0.24659087153479242
winn,all,0.1756910887247406
winn,all,0.19471616416075624
winn,all,0.19007800684685042
winn,all,0.16132321493254767
winn,all,0.3221959251736757
winn,all,0.15332380520109298
winn,all,0.14629862668135937
winn,all,0.17103530203026304
winn,all,0.1844642430504292
winn,all,0.2005725286379738
winn,all,0.1822811655449548
winn,all,0.2060451413881765
winn,all,0.1549762094860573
winn,all,0.20055313834873226
winn,all,0.16091498634386237
winn,all,0.33015361284785194
winn,all,0.183044710249194
winn,all,0.16015817762254875
winn,all,0.19477797563848448
winn,all,0.20269780335224477
winn,all,0.18981114992993248
winn,all,0.32204853288301616
winn,all,0.7085787049658698
winn,all,0.27974334970705117
winn,all,0.28536432921258054
winn,all,0.1702900739074408
winn,all,0.1683192879753497
winn,all,0.1244067983256062
winn,all,0.15763490317752474
winn,all,0.17809891557652188
winn,all,0.2603680335456155
winn,all,0.27026867913251407
winn,all,0.13200080790327193
winn,all,0.12921964130985217
winn,all,0.17241678987986586
winn,all,0.17064445591500224
winn,all,0.18363309519416662
winn,all,0.190256164959454
winn,all,0.13944687659288305
winn,all,0.14146132688846727
winn,all,0.17059579373071054
winn,all,0.15484863984601915
winn,all,0.18394387113356628
winn,all,0.1911837214040819
winn,all,0.13207198423258998
winn,all,0.21750533758509175
winn,all,0.1365615123199238
winn,all,0.18211011332854782
winn,all,0.17713189508093746
winn,all,0.11337336756597945
winn,all,0.11926021306077994
winn,all,0.15508073404722195
winn,all,0.15778684395920178
winn,all,0.12403598531721058
winn,all,0.28408496225856117
winn,all,0.13249284903866249
winn,all,0.1408225703626292
winn,all,0.11931172461277574
winn,all,0.12108837543138928
winn,all,0.15021291556679534
winn,all,0.20337448179512133
winn,all,0.4753116279948851
winn,all,0.3307945240590867
winn,all,0.15376641578389494
winn,all,0.14028584837336894
winn,all,0.144256623409008
winn,all,0.19366793606133928
winn,all,0.19987656765205014
winn,all,0.3917183852781973
winn,all,0.1548708505821783
winn,all,0.1311300824792141
winn,all,0.15957490120117535
winn,all,0.31428839277689763
winn,all,0.27600689178885973
winn,all,0.5248589163537293
winn,all,0.17080308770869393
winn,all,0.24773745492898927
winn,all,0.4790010274214594
winn,all,0.16611722848299412
winn,all,0.3678168964545169
winn,all,0.38071123704738746
winn,all,0.2815198287608881
winn,all,0.1481337895522655
winn,all,0.20459647724593735
winn,all,0.14918357095072843
winn,all,0.29924558277228525
winn,all,0.20727326476194577
winn,all,0.17518848270650367
winn,all,0.16236898313277126
winn,all,0.12957372005993736
winn,all,0.13724630396806325
winn,all,0.15014711781595905
winn,all,0.17960417562681133
winn,all,0.18807060132959097
winn,all,0.25069143570725444
winn,all,0.14550044115088578
winn,all,0.18063022889875732
winn,all,0.21208527852794298
winn,all,0.2601195621311107
winn,all,0.16772573304174776
winn,all,0.19200372321120757
winn,all,0.2477796591224287
winn,all,0.480093706235179
winn,all,0.36728256990208896
winn,all,0.23399929698259533
winn,all,0.1322170611318588
winn,all,0.10653526852736803
winn,all,0.10705209582637534
winn,all,0.15738291794955006
winn,all,0.1339955997128905
winn,all,0.17352088187752948
winn,all,0.253495885333685
winn,all,0.1643181381507789
winn,all,0.30807035045112235
winn,all,0.33480346659965426
winn,all,0.18294938716394554
winn,all,0.1509095833117152
winn,all,0.09967388528747188
winn,all,0.20628981128856716
winn,all,0.11058874478603538
winn,all,0.2905624289209468
winn,all,0.16198234653821014
winn,all,0.1893908646033041
winn,all,0.15671316965386212
winn,all,0.7339809312281934
winn,all,0.15676275486231042
winn,all,0.11973939028605617
winn,all,0.2040836974947524
winn,all,0.2713324889310467
winn,all,0.19725628505706214
winn,all,0.2081205247321955
winn,all,0.16708146652091635
winn,all,0.15948769475558414
winn,all,0.15903875988841426
winn,all,0.21169418617109662
winn,all,0.28141906327097166
winn,all,0.14863180307959878
winn,all,0.18306613584937428
winn,all,0.19820770781946
winn,all,0.1616298924223354
winn,all,0.17649123118433938
winn,all,0.14551636632662046
winn,all,0.1531697352086829
winn,all,0.15708720568917142
winn,all,0.13181902842754614
winn,all,0.17170566469171147
winn,all,0.15946777504234613
winn,all,0.13119076997862464
winn,all,0.1848315864256165
winn,all,0.32370062060588556
winn,all,0.3954246331562059
winn,all,0.564843880532168
winn,all,0.24219719564536277
winn,all,0.2658943499748223
winn,all,0.29454715005963417
winn,all,0.1623766790322879
winn,all,0.14825449449480865
winn,all,0.1581688611572532
winn,all,0.21368478637098107
winn,all,0.18342365074137168
winn,all,0.18712258077100388
winn,all,0.1877488168563985
winn,all,0.42426466583827577
winn,all,0.2886750048205651
winn,all,0.22142215244585922
winn,all,0.5622170743199817
winn,all,0.33844597459174924
winn,all,0.2702026389791628
winn,all,0.126289343628681
winn,all,0.21631099598023723
winn,all,0.23985105792013056
winn,all,0.14404363473428963
winn,all,0.1694341167542354
winn,all,0.1660624409393832
winn,all,0.2968854320450439
winn,all,0.15550896788456567
winn,all,0.2726889822688347
winn,all,0.14414963259793587
winn,all,0.2491280122685835
winn,all,0.20473962885259203
winn,all,0.25582153394339696
winn,all,0.46508372630917694
winn,all,0.19467054797944855
winn,all,0.11254603437546397
winn,all,0.19416621657277075
winn,all,0.12341426882878236
winn,all,0.1902966892472638
winn,all,0.27714199548947466
winn,all,0.701609629637146
winn,all,0.13549532912692977
winn,all,0.21346350824493193
winn,all,0.24386849544900666
winn,all,0.24565113948602527
winn,all,0.18852706101349884
winn,all,0.3331682933280264
winn,all,0.5775028869002855
winn,all,0.34361301263985006
winn,all,0.21656293464793608
winn,all,0.18256860541075107
winn,all,0.14669187593287764
winn,all,0.15212485820004035
winn,all,0.1770691889471141
winn,all,0.2818067419646111
winn,all,0.5441201596204827
winn,all,0.4066759265616079
winn,all,0.19471761506417556
winn,all,0.14146203425809134
winn,all,0.22079268627678428
winn,all,0.47359642797832624
winn,all,0.2671344276235379
winn,all,0.2707049198677398
winn,all,0.22124370498852206
winn,all,0.15700083169485723
winn,all,0.6766722639742857
winn,all,0.24218978197732646
winn,all,0.45618027848232623
winn,all,0.36410974689902065
winn,all,0.22970603943650492
winn,all,0.3820806649746507
winn,all,0.257380635611993
winn,all,0.4528657912944908
winn,all,0.2450221688061723
winn,all,0.12044790429942251
winn,all,0.17842443438993208
winn,all,0.22234571021708532
winn,all,0.27786816319576163
winn,all,0.3228378492371138
winn,all,0.5596174019538567
winn,all,0.3278168625278783
winn,all,0.16660536979808452
winn,all,0.21712732787274874
winn,all,0.3633221481562512
winn,all,0.18558730599441522
winn,all,0.17658525419643306
winn,all,0.28248732373485314
winn,all,0.36362562250452385
winn,all,0.19116454244705383
winn,all,0.09942864736918383
winn,all,0.12045011335596621
winn,all,0.12599493945586565
winn,all,0.12208552237960657
winn,all,0.13726622572276795
winn,all,0.20458711728990564
winn,all,0.3106870930263742
winn,all,0.21122043441584634
winn,all,0.2503373049544185
winn,all,0.4084988577770546
winn,all,0.17660191979318973
winn,all,0.13760437327864503
winn,all,0.23809137900456634
winn,all,0.1754353189758276
winn,all,0.16096493793347755
winn,all,0.1955669342767256
winn,all,0.4867274397699712
winn,all,0.27833522305685116
winn,all,0.49360262030223984
winn,all,0.252591636418143
winn,all,0.18570405213177063
winn,all,0.22707203702810663
winn,all,0.1388308425076162
winn,all,0.14134947197001152
winn,all,0.17324707858836344
winn,all,0.2154957953259949
winn,all,0.11990039053655388
winn,all,0.6808056647670986
winn,all,0.20328677354302005
winn,all,0.12867742799860907
winn,all,0.17950456384319846
winn,all,0.1406564417402481
winn,all,0.10033807759934774
winn,all,0.12351014568240141
winn,all,0.19708559536342454
winn,all,0.5111411143354427
winn,all,0.3529117828230966
winn,all,0.2667997741607175
winn,all,0.11869062901241834
winn,all,0.1518075631970605
winn,all,0.169121426645961
winn,all,0.2133754812634097
winn,all,0.22368765074719973
winn,all,0.2446253162413662
winn,all,0.18774167665643204
winn,all,0.17063045581362013
winn,all,0.1307800309453894
winn,all,0.18459637371761972
winn,all,0.1174385841089263
winn,all,0.2874297324617425
winn,all,0.18859822533800366
winn,all,0.24219927366464122
winn,all,0.19813667344014727
winn,all,0.34373758226575707
winn,all,0.42349437908716164
winn,all,0.19013396297718513
winn,all,0.18839814702130867
winn,all,0.11718057066645451
winn,all,0.12879503579998408
winn,all,0.18760597834471315
winn,all,0.5312618409717934
winn,all,0.14048279758942245
winn,all,0.1290959914132036
winn,all,0.2006302242034024
winn,all,0.2775689621536414
winn,all,0.510543706690871
winn,all,0.17120039776201493
winn,all,0.12000405797244432
winn,all,0.13533302673911662
winn,all,0.15815067269419192
winn,all,0.1723943199712862
winn,all,0.18084439370068175
winn,all,0.20416144567197947
winn,all,0.11543097694254144
winn,all,0.14018846108443986
winn,all,0.19597201994879357
winn,all,0.24806437768539774
winn,all,0.25841153134496614
winn,all,0.17205019807264257
winn,all,0.18978206240478804
winn,all,0.14130778272836045
winn,all,0.183361403605082
winn,all,0.25794856220352036
winn,all,0.3219165136427741
winn,all,0.22451195979148947
winn,all,0.30611689787920493
winn,all,0.5652914464761719
winn,all,0.13107635978592613
winn,all,0.18619472461348086
winn,all,0.18155521301473
winn,all,0.12731967500531455
winn,all,0.10680532475411426
winn,all,0.09965087394605542
winn,all,0.1607092190271922
winn,all,0.12395930044883652
winn,all,0.16810100889603188
winn,all,0.15503945199169075
winn,all,0.1826710294712237
winn,all,0.138271698043186
winn,all,0.1579885674177849
winn,all,0.29371626029707365
winn,all,0.24936983943905566
winn,all,0.2112607673178785
winn,all,0.15688171481501798
winn,all,0.17712681335169178
winn,all,0.1740448927666122
winn,all,0.14951596688244093
winn,all,0.12341197390400215
winn,all,0.20322945724945068
winn,all,0.5015587426327462
winn,all,0.1442341984880978
winn,all,0.16182285868424134
winn,all,0.09500822965828502
winn,all,0.28890099479087106
winn,all,0.12616562974622783
winn,all,0.09499184946960924
winn,all,0.12115071759512494
winn,all,0.1664373870735356
winn,all,0.15759153978578178
winn,all,0.34986611138188545
winn,all,0.27192533324789875
winn,all,0.33847797587061734
winn,all,0.3006912927005588
winn,all,0.5668579238997412
winn,all,0.1812306482674383
winn,all,0.1102920450751518
winn,all,0.09554427988685296
winn,all,0.15140446390042805
winn,all,0.22803390406303184
winn,all,0.3843803088315716
winn,all,0.1309061591199291
winn,all,0.7930738809783774
winn,all,0.5332960276232869
winn,all,0.3635345405176317
winn,all,0.37540199734409474
winn,all,0.2413624475418441
winn,all,0.3399576646295031
winn,all,0.1622352580328937
winn,all,0.25571223451061026
winn,all,0.2472246668803937
winn,all,0.35831386219846767
winn,all,0.15660593962542027
winn,all,0.14830958205624734
winn,all,0.10799477363272718
winn,all,0.173183791502109
winn,all,0.10125253083712678
winn,all,0.1265887415039696
winn,all,0.16249760700186924
winn,all,0.21037014061236156
winn,all,0.11376053637356034
winn,all,0.1874291315551208
winn,all,0.1427796691077194
winn,all,0.16367196863941683
winn,all,0.22828568494711876
winn,all,0.18049759648452499
winn,all,0.12594902097428
winn,all,0.16991724408881412
winn,all,0.5109635362675311
winn,all,0.7359979032026058
winn,all,0.18041802061393347
winn,all,0.2137108864384285
winn,all,0.15201863911267108
winn,all,0.19561325161058
winn,all,0.33380778723301086
winn,all,0.21904165108602627
winn,all,0.13918610384847827
winn,all,0.1577526930804186
winn,all,0.15859824505269746
winn,all,0.1641911280036355
winn,all,0.12085502164505507
winn,all,0.20885206938022352
winn,all,0.19752851672227584
winn,all,0.2661656319936187
winn,all,0.34338960697314264
winn,all,0.22796123923050995
winn,all,0.13895424701046213
winn,all,0.16861719507472578
winn,all,0.09922058639180693
winn,all,0.11612934691240379
winn,all,0.1208648272283125
winn,all,0.19843530331204187
winn,all,0.14561507700758117
winn,all,0.16007086850306299
winn,all,0.4923432579685474
winn,all,0.16574566910662283
winn,all,0.13702098390404846
winn,all,0.16114019781495806
winn,all,0.6342447725152414
winn,all,0.16045948312349503
winn,all,0.13647935135246475
winn,all,0.17167793909168091
winn,all,0.2326443539311612
winn,all,0.18373736694353374
winn,all,0.20793243324097713
winn,all,0.20837237636614192
winn,all,0.16618557088989783
winn,all,0.12385628952833107
winn,all,0.16093910545511667
winn,all,0.14432580325589806
winn,all,0.11475852921839541
winn,all,0.10449172832721436
winn,all,0.2558886942140987
winn,all,0.16834157326193178
winn,all,0.12293330008998866
winn,all,0.18543770739303198
winn,all,0.1904088052831582
winn,all,0.10402449679898494
winn,all,0.3155769436009757
winn,all,0.1896406663796855
winn,all,0.18356728720642246
winn,all,0.2278006754409292
winn,all,0.18718053308963184
winn,all,0.2804727948312047
winn,all,0.3731120133544572
winn,all,0.5101194779512436
winn,all,0.5917356590012878
winn,all,0.29872755392083233
winn,all,0.30639163255577967
winn,all,0.1515001700647078
winn,all,0.1709673231253247
winn,all,0.14867172804178516
winn,all,0.21607880535901808
winn,all,0.18188626869667887
winn,all,0.30261497290837025
winn,all,0.0854511463524979
winn,all,0.08770121338262594
winn,all,0.10377821878488344
winn,all,0.1348570183747321
winn,all,0.1455983604121781
winn,all,0.1980693928974122
winn,all,0.14135908467633945
winn,all,0.4674760057166865
winn,all,0.3663459786251757
winn,all,0.14875957696117922
winn,all,0.11518435542262447
winn,all,0.12048760014562744
winn,all,0.09494559328070129
winn,all,0.12600347109207582
winn,all,0.3320257985779273
winn,all,0.21818783792517824
winn,all,0.29973652854235416
winn,all,0.18463070131627887
winn,all,0.12885886461717308
winn,all,0.10482268661700352
winn,all,0.14876425428106926
winn,all,0.22799306146248305
winn,all,0.5162843750244448
winn,all,0.5867819046220959
winn,all,0.3526475681776344
winn,all,0.14841748863456689
winn,all,0.19800916632425877
winn,all,0.34794466564151233
winn,all,0.22305175981923728
winn,all,0.1430907398049503
winn,all,0.5545237342368303
winn,all,0.29441100947535204
winn,all,0.10916807915975997
winn,all,0.32071373392648445
winn,all,0.4437034589183968
winn,all,0.25152646070697565
winn,all,0.2752797497960912
winn,all,0.1062924472146396
winn,all,0.1197991464033784
winn,all,0.1618140332224696
winn,all,0.1925298555040242
winn,all,0.1527637456121002
winn,all,0.15790377221215407
winn,all,0.1418609338904405
winn,all,0.14629967905468394
winn,all,0.09169895842672361
winn,all,0.10107928384308551
winn,all,0.1277747339783517
winn,all,0.16061790326739345
winn,all,0.2580644700105449
winn,all,0.1588093250718513
winn,all,0.42993917556135974
winn,all,0.3288638168294775
winn,all,0.13544355797614288
winn,all,0.10704421164548007
winn,all,0.12557042946128666
winn,all,0.31450707457064475
winn,all,0.30141722213967453
winn,all,0.18536594403437034
winn,all,0.22990596705091168
winn,all,0.13410910862125913
winn,all,0.13097047251616245
winn,all,0.13386817533552484
winn,all,0.12731352522704165
winn,all,0.2823959522508674
winn,all,0.24517604733935996
winn,all,0.15752775036189826
winn,all,0.1448560275716217
winn,all,0.1753583529362514
winn,all,0.3767800256231239
winn,all,0.3300241838107068
winn,all,0.5019185586449745
winn,all,0.3323585102386807
winn,all,0.3625397872072476
winn,all,0.4628038092264907
winn,all,0.5131416850332985
winn,all,0.22402268635934205
winn,all,0.4837754944438324
winn,all,0.3385713128412177
winn,all,0.4344254901258961
winn,all,0.16974898748238507
winn,all,0.12690169614157484
winn,all,0.13625733579267185
winn,all,0.09955182294389764
winn,all,0.11247505126129605
winn,all,0.11616624134282326
winn,all,0.18520004860553282
winn,all,0.12182546498784243
winn,all,0.09167205788461393
winn,all,0.16763594087490039
winn,all,0.11755713707147393
winn,all,0.3153230879396129
winn,all,0.1276886393192188
winn,all,0.09348606577463492
winn,all,0.09997661196564522
winn,all,0.18189175029244942
winn,all,0.14122793916149867
winn,all,0.10197238486430106
winn,all,0.12210052364408353
winn,all,0.1460105343819015
winn,all,0.13596918482350745
winn,all,0.165446099396709
winn,all,0.11080054004086753
winn,all,0.1236657256158947
winn,all,0.13778921243847173
winn,all,0.19054869458693907
winn,all,0.17173393925673502
winn,all,0.19998033413899213
winn,all,0.26510462585146516
winn,all,0.2086246562344726
winn,all,0.185931232971546
winn,all,0.15606270553875026
winn,all,0.2970054652831792
winn,all,0.13403526197233825
winn,all,0.12113747348375785
winn,all,0.10442288760620007
winn,all,0.12603471257673018
winn,all,0.1076261396573067
winn,all,0.13070629655985708
winn,all,0.19173669858218878
winn,all,0.22069478814364965
winn,all,0.14053730320099309
winn,all,0.1800625872120991
winn,all,0.10344376739999177
winn,all,0.10320681070276995
winn,all,0.18186325893527217
winn,all,0.17244315199914398
winn,all,0.3105567452616081
winn,all,0.20481683826718894
winn,all,0.20985555522816218
winn,all,0.30726784144615316
winn,all,0.1424124165486749
winn,all,0.07949452709385972
winn,all,0.10733152283863492
winn,all,0.18228180873619745
winn,all,0.14226596497342645
winn,all,0.10885667520039026
winn,all,0.187137330661496
winn,all,0.13058129236406366
winn,all,0.13285443788916093
winn,all,0.25604297344187155
winn,all,0.08908341282696147
winn,all,0.07808024090008897
winn,all,0.08885980840010574
winn,all,0.09264891475918346
winn,all,0.09460702393953371
winn,all,0.11610974247902282
winn,all,0.19465907052493026
winn,all,0.127879683509639
winn,all,0.11227607153430497
winn,all,0.11657862265604775
winn,all,0.1471981422103954
winn,all,0.1037355146331606
winn,all,0.14614625582514687
winn,all,0.1976134725795981
winn,all,0.322775738050515
winn,all,0.21296494634232838
winn,all,0.16993853804126735
winn,all,0.16333909678873873
winn,all,0.2420846140384685
winn,all,0.3267815957857252
winn,all,0.19625448164991288
winn,all,0.251631227183357
winn,all,0.12255444212369634
winn,all,0.3036907485183921
winn,all,0.1321288385358024
winn,all,0.15076815905004004
winn,all,0.13582127923792625
winn,all,0.1874554317246748
winn,all,0.10914883207789677
winn,all,0.1319548630074604
winn,all,0.3734642063249234
winn,all,0.17999860052960306
winn,all,0.19227808381320222
winn,all,0.3147672732075175
winn,all,0.12459087285085063
winn,all,0.15131309821949623
winn,all,0.12677715763885528
winn,all,0.2091004116512216
winn,all,0.2536524295258112
winn,all,0.40494152589665355
winn,all,0.1738858288911742
winn,all,0.16431477647722365
winn,all,0.11905672496060703
winn,all,0.14270114091038508
winn,all,0.23615031055190894
winn,all,0.35407394532975806
winn,all,0.10145401978455605
winn,all,0.13743180090115795
winn,all,0.28411232130572134
winn,all,0.12322429747471624
winn,all,0.16833486280158638
winn,all,0.20445731179172802
winn,all,0.2088409524696252
winn,all,0.20927878247436446
winn,all,0.17255569788427913
winn,all,0.16155452126622186
winn,all,0.0768596864489595
winn,all,0.1574473030590153
winn,all,0.13262728843912294
winn,all,0.1004664987985482
winn,all,0.18091850023468958
winn,all,0.2525477404574605
winn,all,0.1871327136465898
winn,all,0.09242715494513937
winn,all,0.18579442098096344
winn,all,0.16799667187345074
winn,all,0.12899529382309508
winn,all,0.16226158430572601
winn,all,0.19200779973205642
winn,all,0.10380661787205099
winn,all,0.23877681643181028
winn,all,0.18900538403417166
winn,all,0.1323902545879559
winn,all,0.17095600290824006
winn,all,0.13269501758973862
winn,all,0.4950702111846543
winn,all,0.24476553033083312
winn,all,0.31754249146843494
winn,all,0.2350273620087989
winn,all,0.1619564431694067
winn,all,0.20100434732601644
winn,all,0.12825658970545012
winn,all,0.0919761510942443
winn,all,0.15625565097881364
winn,all,0.3351922455590968
winn,all,0.2194462374558704
winn,all,0.1923979298575465
winn,all,0.3058893505702729
winn,all,0.09062046281551821
winn,all,0.10342780847218704
winn,all,0.08143760505009906
winn,all,0.5688685906512234
winn,all,0.14633768538630557
winn,all,0.12616928262457197
winn,all,0.2024844486608488
winn,all,0.11288128688710532
winn,all,0.08945874512296671
winn,all,0.2370594909209405
winn,all,0.40344253960886534
winn,all,0.17415827607098802
winn,all,0.13449193397187686
winn,all,0.2778145654612929
winn,all,0.15545716238990598
winn,all,0.16743749395220706
winn,all,0.0904422155754637
winn,all,0.09525517154628524
winn,all,0.1380771402926296
winn,all,0.12601770717774616
winn,all,0.1937771287409767
winn,all,0.3742546983259832
winn,all,0.1753648811682715
winn,all,0.17763847029580926
winn,all,0.14754919222230964
winn,all,0.14133102662281316
winn,all,0.14826784583070374
winn,all,0.2157974798185674
winn,all,0.20474526050059183
winn,all,0.22480308884449013
winn,all,0.3611475591160935
winn,all,0.23594200354453757
winn,all,0.17512903318597156
winn,all,0.11617387420743426
winn,all,0.19135345202438364
winn,all,0.2557433696911833
winn,all,0.39009568926722593
winn,all,0.2113970151660592
winn,all,0.3651483974484331
winn,all,0.15200721724343652
winn,all,0.16149740512064362
winn,all,0.12679656563826436
winn,all,0.17375964031447447
winn,all,0.2307568150188947
winn,all,0.16055024763328224
winn,all,0.1290321110324563
winn,all,0.12003937249907204
winn,all,0.2107376467435033
winn,all,0.16223149450831642
winn,all,0.29000752343535063
winn,all,0.28945154614639873
winn,all,0.15412199865485343
winn,all,0.1026228733460093
winn,all,0.09349794674833642
winn,all,0.07640188849052439
winn,all,0.13294177093747456
winn,all,0.11433662417788185
winn,all,0.10095302304107745
winn,all,0.11806400998549685
winn,all,0.11678131635224448
winn,all,0.12731871133592584
winn,all,0.08503177024438803
winn,all,0.22960126781135187
winn,all,0.08718574783903381
winn,all,0.19088001982935654
winn,all,0.11883145558948946
winn,all,0.15685750350237296
winn,all,0.32920109202628545
winn,all,0.16300502386466859
winn,all,0.11928518898440613
winn,all,0.12970417627672212
winn,all,0.1266435912283638
winn,all,0.2176076633565959
winn,all,0.18142636946750137
winn,all,0.22505472371931518
winn,all,0.18492227920562884
winn,all,0.19667311321388187
winn,all,0.18577785436066807
winn,all,0.1694726059821554
winn,all,0.23200264901694465
winn,all,0.1582669658481875
winn,all,0.2389764123181449
winn,all,0.2261654769256114
winn,all,0.2533743011903081
winn,all,0.18794312588293363
winn,all,0.25678115559122533
winn,all,0.15196758737412988
winn,all,0.18112551350048112
winn,all,0.2063726437171503
winn,all,0.11445311144277934
winn,all,0.13179947867751987
winn,all,0.1920386876661665
winn,all,0.20320478131555714
winn,all,0.2239116496069517
winn,all,0.3404496504121624
winn,all,0.133935083023613
winn,all,0.1324762415320923
winn,all,0.10645838413845791
winn,all,0.09608258517698023
winn,all,0.11349039136588007
winn,all,0.3945193065279297
winn,all,0.277456467324749
winn,all,0.2053636192880945
winn,all,0.11601311609416386
winn,all,0.12976470289881226
winn,all,0.1764689426169362
winn,all,0.20260869667442308
winn,all,0.1905679024691809
winn,all,0.20764795015570342
winn,all,0.3845200929331677
winn,all,0.1700040886313557
winn,all,0.14079117897655027
